timestamp,sensor_id,temperature,humidity,pressure
2025-02-14 10:49:41.646847,2,20.756990663013102,75.64444808423062,997.8705761673884
2025-02-14 10:42:41.646847,2,38.64329480577848,84.78521090319262,1022.3820680938276
2025-02-14 10:40:41.646847,3,21.6184197450243,38.96608293943896,1027.5795446828502
2025-02-14 10:37:41.646847,5,20.113290891005512,68.72552816684424,991.230171882116
2025-02-14 10:33:41.646847,3,21.643201954735915,44.90132372901313,1026.1305536199725
2025-02-14 10:23:41.646847,5,20.449557037147308,56.04942883374967,1027.17974244758
2025-02-14 10:22:41.646847,3,38.869741221525786,58.77480917866899,1042.2786902114442
2025-02-14 10:17:41.646847,1,21.84244079179557,66.717703744052,974.6344154092776
2025-02-14 10:15:41.646847,1,20.130426670127832,70.48930680817685,1012.8591387524514
2025-02-14 10:10:41.646847,1,38.31706687136896,42.81266655284493,1004.1281891670365
2025-02-14 10:09:41.646847,4,21.58662985653251,82.70820078459079,950.468139293476
2025-02-14 10:08:41.646847,5,20.36798461134669,47.88804470908524,964.8107939208804
2025-02-14 10:05:41.646847,2,38.32421785369439,69.75278366918097,979.6614319485402
2025-02-14 10:04:41.646847,2,21.798459658683733,83.18816417874135,1027.9146423926154
2025-02-14 09:58:41.646847,1,21.95556140316667,49.86311907779076,959.8199621909356
2025-02-14 09:52:41.646847,4,20.165086186141792,49.39132877436094,952.8909006689554
2025-02-14 09:50:41.646847,1,20.178417299589174,35.08781857270858,959.53249901099
2025-02-14 09:43:41.646847,5,21.3993582720317,48.774653654315685,1002.89447397122
2025-02-14 09:33:41.646847,4,39.106741733022666,74.19277974029916,970.0679700145477
2025-02-14 09:29:41.646847,4,39.20925045313891,61.57035856970768,1048.8374846503762
2025-02-14 09:18:41.646847,2,21.258795704890183,85.22249290058917,1010.2171307952696
2025-02-14 09:05:41.646847,3,39.29938419382975,55.62549497463219,996.6811931958492
2025-02-14 09:02:41.646847,4,20.543940412078264,42.05293222671703,1008.4397548660406
2025-02-14 08:59:41.646847,2,38.85138542018706,82.7644504824187,1030.3926107202583
2025-02-14 08:56:41.646847,5,39.92069177522628,43.89723634416319,1002.487954152549
2025-02-14 08:54:41.646847,2,21.454596142658847,41.18078929436415,1001.5011315335556
2025-02-14 08:47:41.646847,5,38.83907371020904,77.82238515363441,1048.1350329849995
2025-02-14 08:45:41.646847,3,39.85061295238766,87.31660585591968,1020.9225952874788
